wind_angle,reference,wind_speed,wind_speed_units,status,datetime
188.2,R,5.8,N,A,10/22/2020 18:23:03.805747
194.1,R,5.4,N,A,10/22/2020 18:23:04.763184
198.0,R,5.3,N,A,10/22/2020 18:23:05.865239
193.6,R,5.4,N,A,10/22/2020 18:23:06.874541
203.1,R,4.7,N,A,10/22/2020 18:23:07.929721
200.1,R,4.3,N,A,10/22/2020 18:23:08.874192
199.3,R,4.4,N,A,10/22/2020 18:23:09.853573
197.5,R,4.8,N,A,10/22/2020 18:23:10.757159
204.1,R,4.2,N,A,10/22/2020 18:23:11.764463
206.1,R,4.0,N,A,10/22/2020 18:23:12.764789
203.0,R,4.0,N,A,10/22/2020 18:23:13.872825
197.5,R,4.5,N,A,10/22/2020 18:23:14.841238
195.1,R,5.3,N,A,10/22/2020 18:23:15.754794
196.2,R,5.1,N,A,10/22/2020 18:23:16.761105
195.7,R,4.9,N,A,10/22/2020 18:23:17.757438
194.6,R,4.7,N,A,10/22/2020 18:23:18.762749
183.7,R,5.8,N,A,10/22/2020 18:23:19.758090
187.9,R,5.9,N,A,10/22/2020 18:23:20.759411
190.6,R,5.5,N,A,10/22/2020 18:23:21.766717
190.5,R,5.5,N,A,10/22/2020 18:23:22.793971
193.4,R,4.8,N,A,10/22/2020 18:23:23.863114
200.4,R,4.5,N,A,10/22/2020 18:23:24.758718
197.9,R,5.2,N,A,10/22/2020 18:23:25.848801
205.3,R,4.7,N,A,10/22/2020 18:23:26.889022
203.5,R,5.0,N,A,10/22/2020 18:23:27.771662
196.4,R,5.9,N,A,10/22/2020 18:23:28.760019
192.8,R,6.5,N,A,10/22/2020 18:23:29.771313
200.3,R,5.7,N,A,10/22/2020 18:23:30.770642
198.3,R,4.5,N,A,10/22/2020 18:23:31.856738
197.3,R,4.8,N,A,10/22/2020 18:23:32.833131
203.4,R,4.3,N,A,10/22/2020 18:23:34.060844
211.3,R,4.2,N,A,10/22/2020 18:23:34.773937
199.7,R,3.6,N,A,10/22/2020 18:23:35.770273
197.3,R,4.8,N,A,10/22/2020 18:23:36.755639
188.3,R,4.6,N,A,10/22/2020 18:23:37.770923
197.3,R,4.4,N,A,10/22/2020 18:23:38.837072
218.4,R,4.5,N,A,10/22/2020 18:23:39.763594
200.2,R,2.6,N,A,10/22/2020 18:23:40.857668
198.3,R,3.5,N,A,10/22/2020 18:23:41.762250
231.5,R,2.4,N,A,10/22/2020 18:23:42.755594
230.9,R,1.7,N,A,10/22/2020 18:23:43.754922
206.0,R,2.7,N,A,10/22/2020 18:23:44.761231
210.8,R,2.1,N,A,10/22/2020 18:23:45.861293
237.5,R,1.3,N,A,10/22/2020 18:23:46.859622
230.9,R,0.8,N,A,10/22/2020 18:23:47.755226
299.9,R,1.2,N,A,10/22/2020 18:23:49.037795
279.6,R,1.3,N,A,10/22/2020 18:23:49.753881
257.6,R,1.9,N,A,10/22/2020 18:23:50.758195
216.3,R,1.9,N,A,10/22/2020 18:23:51.771486
233.1,R,2.0,N,A,10/22/2020 18:23:52.763831
205.4,R,1.1,N,A,10/22/2020 18:23:53.854914
251.1,R,4.2,N,A,10/22/2020 18:23:54.754509
229.2,R,4.1,N,A,10/22/2020 18:23:55.853571
245.2,R,4.6,N,A,10/22/2020 18:23:56.767127
238.7,R,3.5,N,A,10/22/2020 18:23:57.762466
239.2,R,4.4,N,A,10/22/2020 18:23:58.753815
243.0,R,5.8,N,A,10/22/2020 18:23:59.765113
241.2,R,4.3,N,A,10/22/2020 18:24:00.845223
236.4,R,2.8,N,A,10/22/2020 18:24:01.756785
230.5,R,1.6,N,A,10/22/2020 18:24:02.849863
101.7,R,1.6,N,A,10/22/2020 18:24:03.754443
283.6,R,2.2,N,A,10/22/2020 18:24:04.785688
258.4,R,5.3,N,A,10/22/2020 18:24:05.858817
241.4,R,3.6,N,A,10/22/2020 18:24:06.760408
151.4,R,1.2,N,A,10/22/2020 18:24:07.762725
239.9,R,2.6,N,A,10/22/2020 18:24:08.758064
244.3,R,3.9,N,A,10/22/2020 18:24:09.759386
249.4,R,5.3,N,A,10/22/2020 18:24:10.757718
234.8,R,3.6,N,A,10/22/2020 18:24:11.761032
247.0,R,3.6,N,A,10/22/2020 18:24:12.762357
242.7,R,2.8,N,A,10/22/2020 18:24:14.076842
230.9,R,3.6,N,A,10/22/2020 18:24:14.761010
245.1,R,4.1,N,A,10/22/2020 18:24:15.753358
259.5,R,1.6,N,A,10/22/2020 18:24:16.756675
216.0,R,2.9,N,A,10/22/2020 18:24:17.753012
243.1,R,2.2,N,A,10/22/2020 18:24:18.848084
250.5,R,1.8,N,A,10/22/2020 18:24:19.855390
247.1,R,3.6,N,A,10/22/2020 18:24:20.823804
248.3,R,4.1,N,A,10/22/2020 18:24:21.751319
218.7,R,2.1,N,A,10/22/2020 18:24:22.703772
251.5,R,3.2,N,A,10/22/2020 18:24:23.752967
249.4,R,1.2,N,A,10/22/2020 18:24:24.760274
233.6,R,3.1,N,A,10/22/2020 18:24:25.777554
247.0,R,4.1,N,A,10/22/2020 18:24:26.763916
247.8,R,4.5,N,A,10/22/2020 18:24:27.765238
242.9,R,4.1,N,A,10/22/2020 18:24:28.757585
234.9,R,4.0,N,A,10/22/2020 18:24:29.762898
225.2,R,2.9,N,A,10/22/2020 18:24:30.759233
247.7,R,3.5,N,A,10/22/2020 18:24:31.759559
255.1,R,3.3,N,A,10/22/2020 18:24:32.859617
250.5,R,2.8,N,A,10/22/2020 18:24:33.760214
267.2,R,4.3,N,A,10/22/2020 18:24:34.764523
259.6,R,6.1,N,A,10/22/2020 18:24:35.841643
245.1,R,4.7,N,A,10/22/2020 18:24:36.754202
235.6,R,4.7,N,A,10/22/2020 18:24:37.851269
251.5,R,3.0,N,A,10/22/2020 18:24:38.860571
246.8,R,5.1,N,A,10/22/2020 18:24:40.232900
251.2,R,4.6,N,A,10/22/2020 18:24:40.841274
245.0,R,4.1,N,A,10/22/2020 18:24:41.705960
220.5,R,1.6,N,A,10/22/2020 18:24:42.759146
256.0,R,1.8,N,A,10/22/2020 18:24:43.777423
241.1,R,2.3,N,A,10/22/2020 18:24:44.762788
242.2,R,2.7,N,A,10/22/2020 18:24:45.769096
254.7,R,1.6,N,A,10/22/2020 18:24:46.760446
221.0,R,1.5,N,A,10/22/2020 18:24:47.761768
243.6,R,1.8,N,A,10/22/2020 18:24:48.755113
237.2,R,2.8,N,A,10/22/2020 18:24:49.758429
229.0,R,2.4,N,A,10/22/2020 18:24:50.760749
245.7,R,2.6,N,A,10/22/2020 18:24:51.760076
265.2,R,2.7,N,A,10/22/2020 18:24:52.856145
263.9,R,2.5,N,A,10/22/2020 18:24:53.784663
280.7,R,1.1,N,A,10/22/2020 18:24:54.760057
202.9,R,1.4,N,A,10/22/2020 18:24:55.860115
206.3,R,2.0,N,A,10/22/2020 18:24:56.758710
202.2,R,3.2,N,A,10/22/2020 18:24:57.760032
264.8,R,1.6,N,A,10/22/2020 18:24:58.778313
189.2,R,3.6,N,A,10/22/2020 18:24:59.766675
232.3,R,2.2,N,A,10/22/2020 18:25:00.770981
250.3,R,1.8,N,A,10/22/2020 18:25:01.864059
242.3,R,3.1,N,A,10/22/2020 18:25:02.769637
228.9,R,1.7,N,A,10/22/2020 18:25:03.767967
163.9,R,0.8,N,A,10/22/2020 18:25:04.760317
219.4,R,3.9,N,A,10/22/2020 18:25:05.941158
223.9,R,2.8,N,A,10/22/2020 18:25:06.755977
228.0,R,2.5,N,A,10/22/2020 18:25:07.765279
223.2,R,3.0,N,A,10/22/2020 18:25:08.834420
200.9,R,5.0,N,A,10/22/2020 18:25:09.770917
196.4,R,6.2,N,A,10/22/2020 18:25:10.853023
192.2,R,4.9,N,A,10/22/2020 18:25:11.756607
203.9,R,4.5,N,A,10/22/2020 18:25:12.760920
194.7,R,5.9,N,A,10/22/2020 18:25:13.706392
199.9,R,4.7,N,A,10/22/2020 18:25:14.839362
194.2,R,5.7,N,A,10/22/2020 18:25:15.771871
189.9,R,6.2,N,A,10/22/2020 18:25:16.756237
199.9,R,4.7,N,A,10/22/2020 18:25:17.867266
198.2,R,4.5,N,A,10/22/2020 18:25:18.776835
196.9,R,5.0,N,A,10/22/2020 18:25:19.766188
192.5,R,4.9,N,A,10/22/2020 18:25:20.848296
196.0,R,5.3,N,A,10/22/2020 18:25:21.769832
187.8,R,5.6,N,A,10/22/2020 18:25:22.760182
191.0,R,4.0,N,A,10/22/2020 18:25:23.871212
212.6,R,2.6,N,A,10/22/2020 18:25:24.756844
204.1,R,4.0,N,A,10/22/2020 18:25:25.777118
199.0,R,4.2,N,A,10/22/2020 18:25:26.847253
195.5,R,5.8,N,A,10/22/2020 18:25:27.849573
193.9,R,5.8,N,A,10/22/2020 18:25:28.773103
186.9,R,5.8,N,A,10/22/2020 18:25:29.773431
228.5,R,2.8,N,A,10/22/2020 18:25:30.759793
203.9,R,3.6,N,A,10/22/2020 18:25:31.773083
201.5,R,3.5,N,A,10/22/2020 18:25:32.705588
205.6,R,1.9,N,A,10/22/2020 18:25:33.757776
198.6,R,3.6,N,A,10/22/2020 18:25:34.763089
222.6,R,2.2,N,A,10/22/2020 18:25:35.850180
211.7,R,3.8,N,A,10/22/2020 18:25:36.860478
184.8,R,2.6,N,A,10/22/2020 18:25:37.861800
203.4,R,2.8,N,A,10/22/2020 18:25:38.767380
208.3,R,1.7,N,A,10/22/2020 18:25:39.830537
205.3,R,2.8,N,A,10/22/2020 18:25:40.851807
195.2,R,2.4,N,A,10/22/2020 18:25:41.775336
236.0,R,2.2,N,A,10/22/2020 18:25:42.755715
206.8,R,1.7,N,A,10/22/2020 18:25:44.027316
188.5,R,6.2,N,A,10/22/2020 18:25:44.753373
179.6,R,6.8,N,A,10/22/2020 18:25:45.790600
189.7,R,6.2,N,A,10/22/2020 18:25:46.758013
193.4,R,7.2,N,A,10/22/2020 18:25:47.830145
192.3,R,5.3,N,A,10/22/2020 18:25:48.782599
195.3,R,4.8,N,A,10/22/2020 18:25:49.757992
197.1,R,4.9,N,A,10/22/2020 18:25:50.851069
205.4,R,2.9,N,A,10/22/2020 18:25:51.759639
232.4,R,2.2,N,A,10/22/2020 18:25:52.771931
204.1,R,4.0,N,A,10/22/2020 18:25:53.766277
195.2,R,5.2,N,A,10/22/2020 18:25:54.760616
210.1,R,4.5,N,A,10/22/2020 18:25:55.852694
200.7,R,2.7,N,A,10/22/2020 18:25:56.774229
199.1,R,4.3,N,A,10/22/2020 18:25:57.766578
196.7,R,5.9,N,A,10/22/2020 18:25:58.773881
201.1,R,5.0,N,A,10/22/2020 18:25:59.865961
197.8,R,6.7,N,A,10/22/2020 18:26:00.889225
196.0,R,5.2,N,A,10/22/2020 18:26:01.779845
201.4,R,6.5,N,A,10/22/2020 18:26:02.762222
197.4,R,6.0,N,A,10/22/2020 18:26:03.763540
206.6,R,3.5,N,A,10/22/2020 18:26:04.707015
198.2,R,6.0,N,A,10/22/2020 18:26:05.862925
196.7,R,6.8,N,A,10/22/2020 18:26:06.775491
197.9,R,5.2,N,A,10/22/2020 18:26:07.853602
205.2,R,5.4,N,A,10/22/2020 18:26:08.842957
203.9,R,4.1,N,A,10/22/2020 18:26:09.774467
202.4,R,4.6,N,A,10/22/2020 18:26:10.775790
200.2,R,5.5,N,A,10/22/2020 18:26:11.872855
203.6,R,4.5,N,A,10/22/2020 18:26:12.763474
202.5,R,4.5,N,A,10/22/2020 18:26:13.814664
200.0,R,3.2,N,A,10/22/2020 18:26:14.857873
224.7,R,3.9,N,A,10/22/2020 18:26:15.763459
200.0,R,2.7,N,A,10/22/2020 18:26:16.863513
211.5,R,3.2,N,A,10/22/2020 18:26:17.765099
191.4,R,5.6,N,A,10/22/2020 18:26:18.860173
187.4,R,7.5,N,A,10/22/2020 18:26:19.862492
187.1,R,7.6,N,A,10/22/2020 18:26:20.784028
188.3,R,6.8,N,A,10/22/2020 18:26:21.863141
185.7,R,5.5,N,A,10/22/2020 18:26:22.788667
181.8,R,5.5,N,A,10/22/2020 18:26:23.706213
182.3,R,5.4,N,A,10/22/2020 18:26:24.871097
184.7,R,5.0,N,A,10/22/2020 18:26:25.758726
195.5,R,4.2,N,A,10/22/2020 18:26:26.762043
196.7,R,4.6,N,A,10/22/2020 18:26:27.852128
196.9,R,5.0,N,A,10/22/2020 18:26:28.758703
206.7,R,3.6,N,A,10/22/2020 18:26:29.862750
207.1,R,2.6,N,A,10/22/2020 18:26:30.905960
205.5,R,2.3,N,A,10/22/2020 18:26:31.760677
220.1,R,2.1,N,A,10/22/2020 18:26:32.951492
269.2,R,1.4,N,A,10/22/2020 18:26:33.763321
290.4,R,0.7,N,A,10/22/2020 18:26:34.761651
203.1,R,0.7,N,A,10/22/2020 18:26:35.764967
191.7,R,1.4,N,A,10/22/2020 18:26:36.705452
240.9,R,1.9,N,A,10/22/2020 18:26:37.766617
188.1,R,1.7,N,A,10/22/2020 18:26:38.853709
204.0,R,2.5,N,A,10/22/2020 18:26:39.761283
199.4,R,3.2,N,A,10/22/2020 18:26:40.850369
216.4,R,1.8,N,A,10/22/2020 18:26:41.761934
202.5,R,2.3,N,A,10/22/2020 18:26:42.852018
204.7,R,3.5,N,A,10/22/2020 18:26:43.754603
205.4,R,3.4,N,A,10/22/2020 18:26:44.774876
198.5,R,3.0,N,A,10/22/2020 18:26:45.759243
208.8,R,4.3,N,A,10/22/2020 18:26:46.761564
198.0,R,3.6,N,A,10/22/2020 18:26:47.760892
201.3,R,3.9,N,A,10/22/2020 18:26:48.857957
196.4,R,4.4,N,A,10/22/2020 18:26:50.012870
192.5,R,5.6,N,A,10/22/2020 18:26:50.765856
189.5,R,6.6,N,A,10/22/2020 18:26:51.876886
186.8,R,6.6,N,A,10/22/2020 18:26:52.759525
191.2,R,6.1,N,A,10/22/2020 18:26:53.807722
192.1,R,5.3,N,A,10/22/2020 18:26:54.854922
193.6,R,4.9,N,A,10/22/2020 18:26:55.707642
187.0,R,5.4,N,A,10/22/2020 18:26:56.756836
181.7,R,6.0,N,A,10/22/2020 18:26:57.776110
175.9,R,6.9,N,A,10/22/2020 18:26:58.941998
184.0,R,5.7,N,A,10/22/2020 18:26:59.784739
188.1,R,7.0,N,A,10/22/2020 18:27:00.773098
187.4,R,6.7,N,A,10/22/2020 18:27:01.763451
187.9,R,7.4,N,A,10/22/2020 18:27:02.991165
190.9,R,7.6,N,A,10/22/2020 18:27:03.777064
191.4,R,7.3,N,A,10/22/2020 18:27:04.757443
185.1,R,7.8,N,A,10/22/2020 18:27:05.758765
187.9,R,7.6,N,A,10/22/2020 18:27:06.757096
191.5,R,9.3,N,A,10/22/2020 18:27:07.757421
193.6,R,8.1,N,A,10/22/2020 18:27:08.809608
190.1,R,7.6,N,A,10/22/2020 18:27:09.765053
195.2,R,7.8,N,A,10/22/2020 18:27:10.769366
194.7,R,7.0,N,A,10/22/2020 18:27:11.984118
196.1,R,6.4,N,A,10/22/2020 18:27:12.763036
198.6,R,6.7,N,A,10/22/2020 18:27:13.853123
193.4,R,6.5,N,A,10/22/2020 18:27:14.709830
205.8,R,3.5,N,A,10/22/2020 18:27:15.771990
192.1,R,3.5,N,A,10/22/2020 18:27:16.759361
173.8,R,1.6,N,A,10/22/2020 18:27:17.937201
198.6,R,2.9,N,A,10/22/2020 18:27:18.770971
193.4,R,4.7,N,A,10/22/2020 18:27:19.855073
242.6,R,1.8,N,A,10/22/2020 18:27:20.862380
248.9,R,0.7,N,A,10/22/2020 18:27:21.886640
281.5,R,1.1,N,A,10/22/2020 18:27:22.847071
226.7,R,0.3,N,A,10/22/2020 18:27:23.970068
228.9,R,2.0,N,A,10/22/2020 18:27:24.789876
242.6,R,3.6,N,A,10/22/2020 18:27:25.762278
190.2,R,1.6,N,A,10/22/2020 18:27:26.785539
191.5,R,3.6,N,A,10/22/2020 18:27:27.763923
191.8,R,8.6,N,A,10/22/2020 18:27:28.774221
187.8,R,9.4,N,A,10/22/2020 18:27:29.785518
191.7,R,8.9,N,A,10/22/2020 18:27:30.784846
194.7,R,6.9,N,A,10/22/2020 18:27:31.763230
194.0,R,7.7,N,A,10/22/2020 18:27:32.783501
193.8,R,7.8,N,A,10/22/2020 18:27:33.771858
191.0,R,7.5,N,A,10/22/2020 18:27:34.879895
194.1,R,6.2,N,A,10/22/2020 18:27:35.875234
194.3,R,7.2,N,A,10/22/2020 18:27:36.790787
200.7,R,5.7,N,A,10/22/2020 18:27:37.775153
196.1,R,4.9,N,A,10/22/2020 18:27:38.830331
188.2,R,7.0,N,A,10/22/2020 18:27:39.773808
194.2,R,7.6,N,A,10/22/2020 18:27:41.093280
196.6,R,8.0,N,A,10/22/2020 18:27:41.891147
205.5,R,5.6,N,A,10/22/2020 18:27:42.762817
198.4,R,7.1,N,A,10/22/2020 18:27:43.889808
200.4,R,6.0,N,A,10/22/2020 18:27:44.765462
206.8,R,4.2,N,A,10/22/2020 18:27:45.773766
218.7,R,2.5,N,A,10/22/2020 18:27:46.770101
159.9,R,1.3,N,A,10/22/2020 18:27:47.766437
205.2,R,2.0,N,A,10/22/2020 18:27:48.870486
256.9,R,1.9,N,A,10/22/2020 18:27:49.790025
198.5,R,4.6,N,A,10/22/2020 18:27:50.770404
189.3,R,7.8,N,A,10/22/2020 18:27:51.769733
183.8,R,11.3,N,A,10/22/2020 18:27:52.779034
182.7,R,12.3,N,A,10/22/2020 18:27:53.767391
171.1,R,13.0,N,A,10/22/2020 18:27:54.834537
162.0,R,12.7,N,A,10/22/2020 18:27:55.853811
144.6,R,13.7,N,A,10/22/2020 18:27:56.762382
133.1,R,11.9,N,A,10/22/2020 18:27:57.766696
116.7,R,13.2,N,A,10/22/2020 18:27:58.771010
99.3,R,13.5,N,A,10/22/2020 18:27:59.753383
81.2,R,13.1,N,A,10/22/2020 18:28:00.855437
73.2,R,12.6,N,A,10/22/2020 18:28:01.779966
55.4,R,15.4,N,A,10/22/2020 18:28:02.852099
45.4,R,14.9,N,A,10/22/2020 18:28:03.758674
41.1,R,14.5,N,A,10/22/2020 18:28:04.762988
32.8,R,13.3,N,A,10/22/2020 18:28:05.731399
34.6,R,13.3,N,A,10/22/2020 18:28:06.766631
34.9,R,14.0,N,A,10/22/2020 18:28:07.758978
35.5,R,14.0,N,A,10/22/2020 18:28:08.850060
37.9,R,13.8,N,A,10/22/2020 18:28:09.762630
35.7,R,14.6,N,A,10/22/2020 18:28:10.764940
31.2,R,13.5,N,A,10/22/2020 18:28:11.864001
25.7,R,14.4,N,A,10/22/2020 18:28:12.757613
24.8,R,13.2,N,A,10/22/2020 18:28:13.858666
32.0,R,13.2,N,A,10/22/2020 18:28:14.855005
23.8,R,13.3,N,A,10/22/2020 18:28:15.761579
25.9,R,15.5,N,A,10/22/2020 18:28:16.774869
18.0,R,14.9,N,A,10/22/2020 18:28:17.777189
26.3,R,14.3,N,A,10/22/2020 18:28:18.767541
22.3,R,13.8,N,A,10/22/2020 18:28:19.917465
30.6,R,14.8,N,A,10/22/2020 18:28:20.870915
27.7,R,13.8,N,A,10/22/2020 18:28:21.779487
30.4,R,14.2,N,A,10/22/2020 18:28:22.841645
35.4,R,15.9,N,A,10/22/2020 18:28:23.762184
37.4,R,14.1,N,A,10/22/2020 18:28:25.766823
37.1,R,15.0,N,A,10/22/2020 18:28:26.764158
36.4,R,15.2,N,A,10/22/2020 18:28:27.821331
32.5,R,14.4,N,A,10/22/2020 18:28:28.774781
34.2,R,13.9,N,A,10/22/2020 18:28:29.773115
35.4,R,14.2,N,A,10/22/2020 18:28:30.768449
34.2,R,14.1,N,A,10/22/2020 18:28:31.771767
37.6,R,14.5,N,A,10/22/2020 18:28:32.823953
29.3,R,15.0,N,A,10/22/2020 18:28:33.766432
29.9,R,14.4,N,A,10/22/2020 18:28:34.852529
28.5,R,14.3,N,A,10/22/2020 18:28:35.861829
23.8,R,13.8,N,A,10/22/2020 18:28:36.782369
22.2,R,14.2,N,A,10/22/2020 18:28:37.766736
26.2,R,14.8,N,A,10/22/2020 18:28:38.765068
22.8,R,14.6,N,A,10/22/2020 18:28:39.774367
29.5,R,14.2,N,A,10/22/2020 18:28:40.770704
25.1,R,13.4,N,A,10/22/2020 18:28:41.872756
25.0,R,14.1,N,A,10/22/2020 18:28:42.778336
32.1,R,14.1,N,A,10/22/2020 18:28:43.995083
34.0,R,14.9,N,A,10/22/2020 18:28:44.774006
37.1,R,15.3,N,A,10/22/2020 18:28:45.775322
35.1,R,15.4,N,A,10/22/2020 18:28:46.753706
33.2,R,15.7,N,A,10/22/2020 18:28:47.772987
39.5,R,14.7,N,A,10/22/2020 18:28:48.877028
43.1,R,14.2,N,A,10/22/2020 18:28:49.770637
42.8,R,15.3,N,A,10/22/2020 18:28:50.772958
41.6,R,14.2,N,A,10/22/2020 18:28:51.901939
38.1,R,12.4,N,A,10/22/2020 18:28:52.767623
37.6,R,13.0,N,A,10/22/2020 18:28:53.770944
36.2,R,13.3,N,A,10/22/2020 18:28:54.844072
38.0,R,14.5,N,A,10/22/2020 18:28:55.771593
32.7,R,13.3,N,A,10/22/2020 18:28:56.731025
38.6,R,14.6,N,A,10/22/2020 18:28:57.768252
36.4,R,15.1,N,A,10/22/2020 18:28:58.798498
27.4,R,14.5,N,A,10/22/2020 18:28:59.755941
29.0,R,15.4,N,A,10/22/2020 18:29:00.863975
28.8,R,14.2,N,A,10/22/2020 18:29:01.864301
26.4,R,13.7,N,A,10/22/2020 18:29:02.780849
20.2,R,13.2,N,A,10/22/2020 18:29:03.769206
24.6,R,14.2,N,A,10/22/2020 18:29:04.768534
24.5,R,13.8,N,A,10/22/2020 18:29:05.769858
23.7,R,13.0,N,A,10/22/2020 18:29:06.768187
21.1,R,13.0,N,A,10/22/2020 18:29:07.762528
21.8,R,12.1,N,A,10/22/2020 18:29:08.767840
19.6,R,12.5,N,A,10/22/2020 18:29:09.764177
18.5,R,12.0,N,A,10/22/2020 18:29:10.766494
13.1,R,11.2,N,A,10/22/2020 18:29:11.843616
15.2,R,11.1,N,A,10/22/2020 18:29:12.781109
18.0,R,10.4,N,A,10/22/2020 18:29:13.861220
21.4,R,10.8,N,A,10/22/2020 18:29:14.762809
23.4,R,13.0,N,A,10/22/2020 18:29:16.771440
23.5,R,13.4,N,A,10/22/2020 18:29:17.766776
18.8,R,13.0,N,A,10/22/2020 18:29:18.763112
18.1,R,12.8,N,A,10/22/2020 18:29:19.770419
16.8,R,12.6,N,A,10/22/2020 18:29:20.768749
18.2,R,12.7,N,A,10/22/2020 18:29:21.770072
19.2,R,12.3,N,A,10/22/2020 18:29:22.767406
21.4,R,11.6,N,A,10/22/2020 18:29:23.772717
26.2,R,12.3,N,A,10/22/2020 18:29:24.773043
28.0,R,12.2,N,A,10/22/2020 18:29:25.772372
34.1,R,11.9,N,A,10/22/2020 18:29:26.864450
30.7,R,11.7,N,A,10/22/2020 18:29:27.859788
30.5,R,12.4,N,A,10/22/2020 18:29:28.763373
32.4,R,13.0,N,A,10/22/2020 18:29:29.772673
23.7,R,10.8,N,A,10/22/2020 18:29:30.779980
18.1,R,11.3,N,A,10/22/2020 18:29:31.773323
18.0,R,11.9,N,A,10/22/2020 18:29:32.761682
20.8,R,11.4,N,A,10/22/2020 18:29:33.768988
26.3,R,10.6,N,A,10/22/2020 18:29:34.763329
30.9,R,11.1,N,A,10/22/2020 18:29:35.765648
23.5,R,11.5,N,A,10/22/2020 18:29:36.775945
26.5,R,13.0,N,A,10/22/2020 18:29:37.774277
25.6,R,11.6,N,A,10/22/2020 18:29:38.768619
24.1,R,12.4,N,A,10/22/2020 18:29:39.935498
22.9,R,12.2,N,A,10/22/2020 18:29:40.762288
23.6,R,11.9,N,A,10/22/2020 18:29:41.769594
22.8,R,12.7,N,A,10/22/2020 18:29:42.770916
17.6,R,11.5,N,A,10/22/2020 18:29:43.769248
19.9,R,12.3,N,A,10/22/2020 18:29:44.781539
15.9,R,11.2,N,A,10/22/2020 18:29:45.871627
18.1,R,11.3,N,A,10/22/2020 18:29:46.763240
15.3,R,12.1,N,A,10/22/2020 18:29:47.763567
14.1,R,12.1,N,A,10/22/2020 18:29:48.772868
13.2,R,12.7,N,A,10/22/2020 18:29:50.243932
8.0,R,14.4,N,A,10/22/2020 18:29:50.935085
11.7,R,14.5,N,A,10/22/2020 18:29:51.762871
15.0,R,14.1,N,A,10/22/2020 18:29:52.770178
15.0,R,14.2,N,A,10/22/2020 18:29:53.759531
13.7,R,13.3,N,A,10/22/2020 18:29:54.766841
16.1,R,13.2,N,A,10/22/2020 18:29:55.770158
15.6,R,13.0,N,A,10/22/2020 18:29:56.776465
14.6,R,13.0,N,A,10/22/2020 18:29:57.784769
21.1,R,12.7,N,A,10/22/2020 18:29:58.768139
23.6,R,14.6,N,A,10/22/2020 18:29:59.764474
14.3,R,13.8,N,A,10/22/2020 18:30:01.778090
12.7,R,12.9,N,A,10/22/2020 18:30:02.782405
16.9,R,12.2,N,A,10/22/2020 18:30:03.767770
20.4,R,13.6,N,A,10/22/2020 18:30:04.783056
18.2,R,14.9,N,A,10/22/2020 18:30:05.767423
16.9,R,15.5,N,A,10/22/2020 18:30:06.936298
14.9,R,14.9,N,A,10/22/2020 18:30:07.767076
18.7,R,14.5,N,A,10/22/2020 18:30:08.766404
19.1,R,13.8,N,A,10/22/2020 18:30:09.770720
21.8,R,13.9,N,A,10/22/2020 18:30:10.859809
18.3,R,14.0,N,A,10/22/2020 18:30:11.762394
22.4,R,15.1,N,A,10/22/2020 18:30:12.773688
19.7,R,14.7,N,A,10/22/2020 18:30:13.772020
25.3,R,16.4,N,A,10/22/2020 18:30:14.865097
22.1,R,17.1,N,A,10/22/2020 18:30:15.795609
27.1,R,16.5,N,A,10/22/2020 18:30:16.781970
26.9,R,17.6,N,A,10/22/2020 18:30:17.769330
31.9,R,16.2,N,A,10/22/2020 18:30:18.772649
25.0,R,17.7,N,A,10/22/2020 18:30:19.769982
22.4,R,16.0,N,A,10/22/2020 18:30:20.771302
20.6,R,16.1,N,A,10/22/2020 18:30:21.773622
19.7,R,16.1,N,A,10/22/2020 18:30:22.764973
17.9,R,15.1,N,A,10/22/2020 18:30:23.950802
12.3,R,15.3,N,A,10/22/2020 18:30:24.779585
16.6,R,15.5,N,A,10/22/2020 18:30:25.874657
15.8,R,14.4,N,A,10/22/2020 18:30:26.765276
18.4,R,14.3,N,A,10/22/2020 18:30:27.779564
20.1,R,14.4,N,A,10/22/2020 18:30:28.773906
18.1,R,14.8,N,A,10/22/2020 18:30:29.849029
17.4,R,14.3,N,A,10/22/2020 18:30:30.764581
11.7,R,14.3,N,A,10/22/2020 18:30:31.770901
11.5,R,13.8,N,A,10/22/2020 18:30:32.773210
16.5,R,13.5,N,A,10/22/2020 18:30:33.770544
13.4,R,13.6,N,A,10/22/2020 18:30:34.769871
14.5,R,14.7,N,A,10/22/2020 18:30:35.774186
13.7,R,15.1,N,A,10/22/2020 18:30:36.767530
15.0,R,13.8,N,A,10/22/2020 18:30:37.881551
11.1,R,14.0,N,A,10/22/2020 18:30:38.778154
9.7,R,15.0,N,A,10/22/2020 18:30:39.769502
11.5,R,14.7,N,A,10/22/2020 18:30:44.078979
15.2,R,14.5,N,A,10/22/2020 18:30:44.655438
13.9,R,15.6,N,A,10/22/2020 18:30:45.260820
17.6,R,15.0,N,A,10/22/2020 18:30:45.822316
14.5,R,14.8,N,A,10/22/2020 18:30:46.431687
13.2,R,15.7,N,A,10/22/2020 18:30:47.622504
16.6,R,15.1,N,A,10/22/2020 18:30:48.397430
17.4,R,14.6,N,A,10/22/2020 18:30:48.992839
16.2,R,15.2,N,A,10/22/2020 18:30:49.773750
17.4,R,14.7,N,A,10/22/2020 18:30:50.776071
14.0,R,14.3,N,A,10/22/2020 18:30:51.767419
